names	scores	logfoldchanges	pvals	pvals_adj
CST3	38.445366	1.8323805	0.0	0.0
GSTP1	38.2676	1.867249	0.0	0.0
PMP22	37.943703	4.038089	0.0	0.0
MORF4L2	37.890926	2.5485861	0.0	0.0
RPL7	37.6778	1.6265162	0.0	0.0
FXYD6	37.637657	4.2781096	5.20815989209516e-310	1.7260282008591422e-307
CFD	37.50511	4.8360887	7.602833966695222e-308	2.48464837828248e-305
C6orf48	37.413418	1.9676325	2.3647074356655668e-306	7.622132323453533e-304
ANXA2	37.394524	2.315357	4.7961814939440946e-306	1.5250560885473587e-303
AEBP1	37.30596	5.023804	1.3136921669505971e-304	4.121490225113006e-302
TIMP3	37.263226	3.022684	6.4716281179660816e-304	2.00365012652292e-301
SOD3	37.207497	5.1123943	5.162498566167945e-303	1.5775791072978148e-300
COL6A1	37.07376	3.8266263	7.439967869753505e-301	2.2443903073756407e-298
SSPN	36.99931	5.482429	1.1747707571480669e-299	3.499032394391647e-297
RPL12	36.98077	1.4241098	2.3333401292356121e-299	6.862936655114245e-297
CRISPLD2	36.931732	5.305883	1.4309305290954476e-298	4.1567648579772695e-296
RPL13	36.813457	1.2051835	1.1245869176218684e-296	3.18813616525814e-294
ADIRF	36.769474	3.2350087	5.679360438953655e-296	1.590897037244994e-293
RPL41	36.608944	1.6578493	2.0610065177325644e-293	5.705350983793793e-291
GADD45G	36.579357	3.9086843	6.090077808254405e-293	1.6662736142816995e-290
BST2	36.51797	2.7147505	5.751540094139068e-292	1.555560211667727e-289
NBL1	36.473972	2.7718692	2.868346459858797e-291	7.6695672955088055e-289
MMP23B	36.142826	4.5928955	4.822886067245202e-286	1.2609167684697735e-283
RPL5	36.11883	1.1744747	1.1483734554880007e-285	2.9693656491904017e-283
ENG	36.09645	2.8641598	2.5781735192492886e-285	6.593959011732147e-283
RPL7A	36.035587	1.0903751	2.319364556205958e-284	5.8682417212393754e-282
PPIB	35.97923	1.9853832	1.7675080259271643e-283	4.4244110478793805e-281
MGST3	35.67826	2.0600283	8.59272363048914e-279	2.1061123648480155e-276
FXYD1	35.618153	4.9041777	7.335970798996138e-278	1.7795401329935993e-275
IGFBP6	35.570065	3.6273303	4.068416987541144e-277	9.7683522160044e-275
RPS13	35.039307	1.4531336	5.6732895605752906e-269	1.3349250336033659e-266
ANGPTL1	34.842022	7.2774277	5.623649427043134e-266	1.2972987354737741e-263
SFRP1	34.709156	3.4418411	5.7323775537944545e-264	1.3095421732114903e-261
WBP5	34.554592	2.8261387	1.2159975532053126e-261	2.7249926120877146e-259
SYNGR1	34.441685	3.862785	5.9980544894771985e-260	1.3314549258245139e-257
RPL9	34.063396	1.2075683	2.5709713846183816e-254	5.653734269165469e-252
SLC25A6	34.05658	1.6676589	3.243446855768688e-254	7.066509677429372e-252
NFIA	34.015648	3.0255167	1.3078200168673932e-253	2.823211467604565e-251
PTMS	33.91239	2.053757	4.374817614129424e-252	9.358132587315032e-250
RPL10	33.891693	2.2276423	8.830692514241118e-252	1.8719477014422837e-249
COL3A1	33.662155	5.529088	2.0703741551184642e-248	4.3496342741015593e-246
SERPING1	33.66109	2.827992	2.1459072335098914e-248	4.468424531370597e-246
LGALS3	33.352177	2.362309	6.774458874801316e-244	1.386113194122391e-241
SELM	33.137127	1.8088241	8.680087961243455e-241	1.760710945931539e-238
DPT	32.91761	6.2534757	1.2305416075465808e-237	2.453783391997546e-235
PSAP	32.911434	1.4620565	1.5081862515385053e-237	2.982153151151347e-235
RPL29	32.87447	1.1962963	5.092746937285569e-237	9.986027952860785e-235
RHOBTB3	32.781162	3.6913846	1.0926370543304408e-235	2.124772718049196e-233
IGF2	32.713573	3.4437592	1.0014069601780256e-234	1.931402112540077e-232
PENK	32.59823	3.7002323	4.345212003978997e-233	8.312425890538683e-231
RPL6	32.450096	1.1793358	5.399876960257807e-231	1.0246702006037596e-228
ABLIM1	32.322205	3.4431024	3.411196936727841e-229	6.370274914381437e-227
EFEMP2	32.21317	3.4296556	1.1543240098718231e-227	2.1219721837721874e-225
HSPB6	32.15511	5.171982	7.493124102414208e-227	1.3667690707736924e-224
RPL23	32.11309	1.5390847	2.8946875960895673e-226	5.239384548922117e-224
MAP1B	32.000275	4.4683356	1.0809168842894265e-224	1.941524754758031e-222
ANXA5	31.708523	1.9608983	1.1854661579634152e-220	2.0972946388630949e-218
RPLP1	31.705069	0.8793682	1.3228017901168528e-220	2.322800456824593e-218
OGN	31.49104	6.37774	1.1521961354074008e-217	1.9789178880391344e-215
THY1	31.383722	4.4780517	3.374614303062005e-216	5.7539619239890554e-214
GSTT1	31.254606	2.906623	1.9328721358214578e-214	3.248605811134207e-212
PDLIM2	31.245024	2.714404	2.6085593994763767e-214	4.353149125509159e-212
RPL31	31.183004	1.2673548	1.8113111194269115e-213	2.9804301146933725e-211
BGN	31.145163	4.0411263	5.897869259142214e-213	9.637282199140021e-211
ACTA2	31.114937	4.943366	1.5127241712630878e-212	2.45478618964279e-210
IFITM3	31.092281	2.6181655	3.062702769763346e-212	4.9359860392144884e-210
EPHX1	30.915133	2.529313	7.478699418339819e-210	1.1890121440103781e-207
COPZ2	30.772432	4.2311196	6.12856326348475e-208	9.61367290598641e-206
NACA	30.76502	0.9211005	7.699983407373661e-208	1.1998715865927301e-205
MARCKSL1	30.7162	1.6265799	3.459126108736331e-207	5.354818245958281e-205
FTH1	30.445297	0.99851567	1.3825058966064743e-203	2.126167565173225e-201
COL15A1	30.37294	2.8909817	1.2510762688208305e-202	1.8992144906680091e-200
MALAT1	30.357891	1.6526135	1.9768436081335166e-202	2.9817391089347205e-200
KCNMB1	30.34435	5.09338	2.982961314431776e-202	4.470642020928643e-200
SFRP4	30.23024	6.4037027	9.489645728616896e-201	1.413236480976934e-198
MYLK	30.115019	4.00861	3.081258875395739e-199	4.5598755558529397e-197
ANXA6	30.081202	3.7374208	8.535951471246733e-199	1.2553183632402227e-196
SPARC	30.01884	2.2281656	5.571965713747554e-198	8.093108224967899e-196
KRT13	29.913763	5.87774	1.3032008051523133e-196	1.858443330014178e-194
PTN	29.796154	5.0752625	4.3816363451142976e-195	6.21083754220117e-193
RPL39	29.72127	1.7098262	4.0788535243551045e-194	5.679019137755953e-192
CFH	29.628498	4.580351	6.419334104313586e-193	8.833153887397583e-191
MFAP4	29.460453	6.2322845	9.249767537073283e-191	1.2580753187707187e-188
ARL6IP5	29.432892	2.2078037	2.084517795630353e-190	2.81889101903346e-188
TCEAL1	29.327759	3.3177707	4.592283313960781e-189	6.174652935856982e-187
RPL18	29.326433	1.0870208	4.774684769130565e-189	6.383427989638762e-187
CRYAB	29.288177	4.659622	1.4669336075247388e-188	1.9501100443535088e-186
INMT	29.253893	4.755467	4.0065316158263504e-188	5.266686531865588e-186
RPL24	29.11079	1.1687366	2.621360134020487e-186	3.4077681742266326e-184
PCOLCE	28.987358	3.8244944	9.496434848565426e-185	1.2144082173192634e-182
SH3BGRL	28.96803	2.2626288	1.6637203177995391e-184	2.1160723825850356e-182
MYH11	28.908472	4.8725033	9.34341162185358e-184	1.1819918035602944e-181
RPS4X	28.896097	1.8022356	1.3366292825425518e-183	1.6818656159479274e-181
NDRG2	28.781643	2.4457166	3.640965308877738e-182	4.557016687121978e-180
RPS3A	28.757925	0.94874084	7.209903199973865e-182	8.97613874578757e-180
EMILIN1	28.704575	6.6839256	3.3452385365228e-181	4.1428138297042886e-179
RPS9	28.610306	0.9000397	5.001524921936733e-180	6.097714062858617e-178
EMP3	28.565842	2.0491812	1.7857765770895104e-179	2.1659444772637206e-177
MATN2	28.43413	3.9336429	7.657214310975056e-178	9.192563915165463e-176
RPS3	28.426537	0.9583227	9.504879078261186e-178	1.1295444682398268e-175
RPS24	28.40443	1.0319206	1.78274903596784e-177	2.1079439606192603e-175
SERF2	28.36255	1.0413756	5.860975896273212e-177	6.895438141965434e-175
NUCKS1	28.33978	1.4678028	1.1185979999729276e-176	1.3094831313115915e-174
PPP1R14A	28.266384	2.0387743	8.95353432794863e-176	1.0227022462943265e-173
RPS15A	28.265663	1.0413204	9.137976641390984e-176	1.038727489719468e-173
PDGFRA	28.014866	5.4689693	1.0708805848053527e-172	1.1885764226636769e-170
RPL8	28.011526	0.8227509	1.176033148093889e-172	1.299157745288695e-170
CKB	27.99731	2.1641853	1.751974442741712e-172	1.926353207369742e-170
RPS27A	27.916252	0.85544616	1.6942343761415417e-171	1.837112206018916e-169
RPL27A	27.839102	1.2924383	1.4595663719229397e-170	1.5753943454746226e-168
RPL34	27.723574	1.2529864	3.63007056575792e-169	3.8825254732856296e-167
PRNP	27.704819	3.2632113	6.108732299799957e-169	6.5040032133164245e-167
RAB34	27.569893	2.4483607	2.5558504478829623e-167	2.6968233649635026e-165
COL6A3	27.566141	5.0967183	2.8346850746166064e-167	2.977684812755748e-165
MXRA8	27.555689	4.03662	3.7825409017702e-167	3.955697218606792e-165
JUN	27.492699	2.5295467	2.1465591300108053e-166	2.2348909880156748e-164
EEF1D	27.48269	1.2369151	2.8272114251860476e-166	2.9305852350056255e-164
FSTL1	27.371405	3.5561097	6.007466290192519e-165	6.145899209053478e-163
RPL30	27.367884	0.8534593	6.616306643282218e-165	6.73946732971561e-163
NEAT1	27.154161	2.0126987	2.2610830108961433e-162	2.2448642719994197e-160
PTCH1	27.127573	2.7973783	4.657491888504572e-162	4.5853884575946684e-160
RPS23	27.119728	0.91486967	5.763574341485272e-162	5.6507043439645186e-160
RASD1	27.083773	4.4352922	1.5292152131411045e-161	1.4807585993913657e-159
RPL3	27.052208	0.95611537	3.597693620437373e-161	3.4412085727191615e-159
CYB5R3	27.015314	1.6581842	9.76710172770923e-161	9.304449540607215e-159
CTSK	26.948904	5.007679	5.875430155273805e-160	5.507923169465842e-158
ANGPTL4	26.930412	3.9706817	9.675947755574785e-160	9.034724233677566e-158
PODN	26.737482	5.5629992	1.7265388574877147e-157	1.5807571718554835e-155
IGFBP5	26.52088	5.399324	5.5678495137751685e-155	4.906797717570401e-153
TMEM98	26.493422	2.1732016	1.1540778750683006e-154	1.0132631492670563e-152
WFDC1	26.40781	4.952852	1.1145245712634517e-153	9.712875245121858e-152
PRRX1	26.354986	4.769972	4.4996358077999123e-153	3.8925158293210266e-151
CYR61	26.351223	2.851349	4.969369999307563e-153	4.283123666069852e-151
FBN1	26.311094	4.476802	1.431741838278049e-152	1.2250503801702724e-150
TPM1	26.280296	1.9130564	3.2217016826172365e-152	2.746617412753028e-150
LRP1	26.257961	4.095845	5.797798881351195e-152	4.924989446866195e-150
MGP	26.244604	2.111079	8.237016851053204e-152	6.946846111300426e-150
LAMC3	26.047201	4.809202	1.447215113814024e-149	1.2118495241296792e-147
ACTB	25.89765	1.2519262	7.078210949312845e-148	5.843870303064254e-146
TXN	25.874516	1.511109	1.289449651904446e-147	1.060865395430476e-145
EEF2	25.830828	0.93664294	3.996073886089451e-147	3.2762236424977276e-145
SLC51A	25.734913	5.2556705	4.756069412045117e-146	3.872329178734312e-144
DDAH2	25.70273	2.264062	1.0895415411188565e-145	8.809935554132884e-144
RPS15	25.681574	0.8294627	1.8778893531676375e-145	1.513244400001182e-143
TCEAL3	25.60813	2.991551	1.2384600518243444e-144	9.844920614671224e-143
CYBRD1	25.590313	3.1936588	1.9555691625458075e-144	1.544112160896069e-142
ISLR	25.562523	2.5722346	3.984992336438343e-144	3.1151783945645916e-142
SQSTM1	25.55653	1.5590111	4.6456765633702817e-144	3.619628130334527e-142
CAMK2N1	25.364035	3.7154593	6.292007378303538e-142	4.822505980830041e-140
RPL35A	25.325438	0.8582605	1.676071582874209e-141	1.2804533878256538e-139
CILP	25.278366	5.724159	5.525139086029495e-141	4.193758796589485e-139
ALDH1A3	25.153917	5.131412	1.2804204012864089e-139	9.504193073271042e-138
FLNA	25.120956	2.6557543	2.9358796327685743e-139	2.1723662817309606e-137
TNS1	25.049377	3.1926992	1.7733136031463393e-138	1.2918287641496398e-136
CBR1	24.961994	2.388747	1.5822607913162764e-137	1.138550349225443e-135
FCGRT	24.891947	1.6834549	9.094919884918368e-137	6.49235387375385e-135
SPTBN1	24.891901	1.6831539	9.105298675472888e-137	6.49235387375385e-135
AHNAK	24.836023	2.0121298	3.661408680996635e-136	2.594968260959362e-134
RCN3	24.750572	3.0353801	3.0566717076142446e-135	2.146969709855617e-133
TAX1BP3	24.692566	2.8379707	1.2853697496046346e-134	8.974703325874495e-133
BTF3	24.520977	0.9036112	8.825764426439549e-133	6.019427158090509e-131
PEMT	24.284876	2.8181849	2.832408481322449e-130	1.8826715131502042e-128
TUBB	24.226059	1.2798754	1.1824445238222168e-129	7.771765264116414e-128
GNB2L1	24.169918	1.0648088	4.6107222593381564e-129	3.013619298950745e-127
NFE2L2	24.049862	1.9500074	8.37575436457374e-128	5.429242429708543e-126
MFGE8	24.033895	2.935234	1.2302858286288203e-127	7.952919106493445e-126
ABCA8	23.995035	5.964013	3.1332485518342964e-127	2.0034059354527444e-125
SVIL	23.83702	3.340637	1.3806679996540255e-125	8.594475669804027e-124
SERPINE2	23.709782	1.9127709	2.8583270671375774e-124	1.7606396829776753e-122
ESD	23.652416	1.4502825	1.1146196132030158e-123	6.812207661991419e-122
PKDCC	23.646448	4.1761475	1.2839551388875548e-123	7.826804253374136e-122
RPS18	23.610731	0.8375308	2.9902474420023226e-123	1.8134155234617178e-121
SAT2	23.605814	2.3217256	3.359054191674729e-123	2.0318392064294698e-121
TPI1	23.590479	1.1108747	4.826919296947259e-123	2.9047931216667266e-121
SELENBP1	23.477774	6.0053983	6.881185779991104e-122	4.068198527718359e-120
MRGPRF	23.263023	6.5897055	1.050201615151242e-119	6.056677452085472e-118
TCF21	23.259949	6.1932845	1.128257520945843e-119	6.490928965245888e-118
CSTB	23.175056	1.2649817	8.127723200052608e-119	4.630637455138931e-117
TGFB1I1	23.092945	3.0933375	5.451099664707985e-118	3.068525720348777e-116
PRDX6	23.065863	1.1240555	1.0196052312921091e-117	5.712216926738887e-116
RPS11	22.95961	0.7239135	1.1813172284180448e-116	6.555753392612404e-115
LDHB	22.953434	1.1650168	1.3616100032013816e-116	7.538513735371413e-115
RPL15	22.904018	0.5908951	4.2370259461870846e-116	2.329374311069675e-114
VEGFB	22.889631	2.9420109	5.893792194668985e-116	3.2326557188942006e-114
RPL23A	22.88804	0.9402734	6.112609651026865e-116	3.344876862527027e-114
FLRT2	22.826399	4.3198338	2.50780032071062e-115	1.3627838694300435e-113
ATP6V0E1	22.813671	1.1545248	3.354918658851622e-115	1.814741058454682e-113
MYC	22.731182	3.3266313	2.203266068777498e-114	1.178246604507603e-112
LMOD1	22.706457	6.118137	3.868054496661791e-114	2.054521948226906e-112
ALDOA	22.618145	1.0013885	2.8730450336744923e-113	1.5191629133114788e-111
FAM127A	22.60998	2.9108734	3.4569505737046064e-113	1.823812712988103e-111
IFI6	22.599207	1.9739295	4.412227612027932e-113	2.322588718367276e-111
EBF1	22.55671	3.243024	1.1539229096958362e-112	6.020356112005106e-111
COMT	22.473522	1.9756048	7.536960173404027e-112	3.880627415321592e-110
BLVRB	22.468067	2.3109426	8.521914190861222e-112	4.3781799325538115e-110
VKORC1	22.359766	1.9338984	9.701928816909321e-111	4.930591470018928e-109
RPS5	22.233156	0.655985	1.6417806203180491e-109	8.254508118821303e-108
JUNB	22.165476	2.0962856	7.39838304111821e-109	3.696049956635063e-107
ZFP36L1	22.153341	1.5052981	9.686043318667095e-109	4.8184481879119816e-107
SSR2	22.102829	1.2707536	2.968778792299063e-108	1.4706392627957252e-106
GCSH	21.895248	1.647128	2.883267704344025e-106	1.3873883248101207e-104
PTRF	21.85481	1.6358435	6.996152395014413e-106	3.352738612111795e-104
CYP1B1	21.843603	3.3978887	8.941887355968417e-106	4.267801409451052e-104
ADH5	21.8259	1.4713757	1.317210797464241e-105	6.274083008974411e-104
SPARCL1	21.81094	1.7840171	1.8268123220636138e-105	8.666309261725168e-104
CPQ	21.798613	2.99375	2.3915720571638807e-105	1.1322674145888553e-103
F3	21.759558	4.048413	5.608673850504943e-105	2.644731376801229e-103
PRKCDBP	21.712612	1.7922895	1.559395051256986e-104	7.280270943666048e-103
ENTPD2	21.710543	3.486966	1.6312311204941498e-104	7.600567973312346e-103
PALLD	21.522816	2.7534924	9.520153519289589e-103	4.349693442890952e-101
TAGLN	21.45119	3.6164703	4.451123759779292e-102	2.0102676020653885e-100
CNN3	21.417156	1.3284436	9.246399604637194e-102	4.144148241849775e-100
S100A13	21.344994	1.6266482	4.340226208575175e-101	1.9305391812433626e-99
LSAMP	21.304132	5.6949153	1.039362483398712e-100	4.57981259070631e-99
ITGB1	21.199821	1.2511708	9.585856108266729e-100	4.1615349488471607e-98
AK3	21.144733	2.3639197	3.085276351005196e-99	1.3344954510873576e-97
NDUFS5	21.140856	1.2379407	3.349436252900056e-99	1.4460960556098774e-97
TPM4	21.121357	1.6793706	5.061900798698999e-99	2.1814382013440923e-97
C12orf57	21.02645	1.0712602	3.7574961110189895e-98	1.6104532512254429e-96
VCAN	20.963572	5.1269784	1.4109198485226214e-97	5.981791718150862e-96
LUM	20.862144	6.1740355	1.1825064164495533e-96	4.9864473080749084e-95
WNT2B	20.828156	3.6298444	2.4054943639409464e-96	1.0089355148579406e-94
APOC1	20.734447	4.1504784	1.6939214091377527e-95	7.04204430335889e-94
REXO2	20.724783	1.3006271	2.0705899722807768e-95	8.592765793256909e-94
CYP11A1	20.688633	3.8152714	4.3846882056574276e-95	1.8132111332006902e-93
CAV1	20.656372	1.4972631	8.555729223380336e-95	3.525679660702965e-93
EGFR	20.65453	3.890419	8.88817226332209e-95	3.6562708628665874e-93
TOMM7	20.615898	1.0620326	1.9761928064755984e-94	8.10101336870572e-93
LHFP	20.56941	2.501303	5.158974287317355e-94	2.1074768225794683e-92
RPL11	20.517763	0.7805464	1.494289886070442e-93	6.062179486075431e-92
CHGA	20.511635	4.962173	1.695029445830874e-93	6.852928326529289e-92
LEPROT	20.49129	1.3586802	2.574851490101883e-93	1.0321338255893919e-91
FBXO17	20.476273	2.9425783	3.504688824257602e-93	1.4000904589945903e-91
KANK2	20.469515	3.1665227	4.026119425743897e-93	1.6056710184365068e-91
OSR1	20.445463	6.0936728	6.592842156519853e-93	2.6072197637464225e-91
GPNMB	20.441004	4.352022	7.223801296122518e-93	2.8519470553315915e-91
GAMT	20.43206	1.8525898	8.676201003830448e-93	3.4196149015097227e-91
PROK1	20.400509	5.800498	1.654872414521934e-92	6.489857985616852e-91
EGR1	20.335413	1.5185375	6.25111433222534e-92	2.4352437125374547e-90
GLT8D2	20.273645	6.096402	2.197577702419792e-91	8.490805145802579e-90
LAG3	20.25904	3.9104397	2.956613048298483e-91	1.1367500821317533e-89
CTSC	20.256777	2.5607934	3.095740593985261e-91	1.1882997744938529e-89
RPL21	20.242561	0.68237025	4.1312501659958303e-91	1.575499455524828e-89
TUBA1A	20.15456	1.252724	2.4543041769215083e-90	9.269627172225216e-89
GSN	20.128347	1.4138163	4.16653103206946e-90	1.5661098272299422e-88
MXRA7	20.099792	1.2581214	7.410369573718412e-90	2.780956875113146e-88
RPL19	20.04834	0.6375743	2.086922116354361e-89	7.806880349414644e-88
RPS7	20.011093	0.61218965	4.4088106024227635e-89	1.6466557694445654e-87
FBLN2	19.993343	2.5392265	6.29344410274468e-89	2.346826303289736e-87
RPL37	19.87317	0.8459904	6.94723504021222e-88	2.5226611187684188e-86
FOS	19.798515	1.760538	3.0659728757252714e-87	1.1081772928696719e-85
DEXI	19.704464	2.244142	1.9742310657004945e-86	7.081350148770219e-85
NFIC	19.66423	1.3699563	4.3673980420994595e-86	1.5546879868472053e-84
LAMA4	19.63644	3.5775678	7.550841008269596e-86	2.675772423563006e-84
COX7A1	19.63333	2.1169631	8.027667506064153e-86	2.840466412296083e-84
RPS16	19.627874	0.670158	8.937511557300232e-86	3.1576523565056223e-84
RPL27	19.607576	0.779325	1.332328923556208e-85	4.700104883250011e-84
RPL22	19.578402	0.733682	2.3631918379419828e-85	8.287019962261528e-84
WISP2	19.522581	5.753092	7.05804852576049e-85	2.456743813774324e-83
HTRA1	19.51859	1.921661	7.631493486379981e-85	2.6524230684567348e-83
RPS14	19.447239	0.7015917	3.0754845233388255e-84	1.0626453866984224e-82
PNRC1	19.44024	1.0983837	3.5250935622217395e-84	1.2162089665553889e-82
MGST1	19.435106	4.657542	3.8961146450353447e-84	1.342248573904563e-82
PDGFRB	19.417036	5.4237037	5.539587881521783e-84	1.9000947937639585e-82
PLA2G5	19.36977	5.2129908	1.388756063834263e-83	4.742732972717011e-82
LMNA	19.351439	1.1946337	1.982333904296938e-83	6.740508203483663e-82
PPIA	19.325294	0.88358986	3.290987621644346e-83	1.1174161433952593e-81
ZFP36	19.228785	1.609296	2.1255263291628427e-82	7.134612628416789e-81
BNIP3L	19.216307	0.95671433	2.7033825309820597e-82	9.02277885872452e-81
PDGFRL	19.072542	5.568871	4.270315906492117e-81	1.3821256297078337e-79
LPP	19.060202	1.9749496	5.40651690949009e-81	1.7331790583147385e-79
PLAGL1	18.976706	4.7153573	2.6574108263802833e-80	8.495771296838052e-79
LRRC17	18.95427	4.908768	4.0717586290035576e-80	1.2999793831811902e-78
FOSB	18.896893	1.3088698	1.2097002750615178e-79	3.8361519504309315e-78
EPDR1	18.856066	4.7651353	2.620070681725893e-79	8.253047274566301e-78
FBLIM1	18.773245	3.9365726	1.2501307877266653e-78	3.901270216871145e-77
FAM213A	18.751184	1.5827861	1.8933006483478046e-78	5.8927730496856935e-77
CLEC11A	18.728254	2.2489862	2.913147637870967e-78	9.055001838719135e-77
EVA1B	18.670021	1.9502211	8.681938596146126e-78	2.6844417236178493e-76
AKR1C1	18.630611	3.9112399	1.8144039850259606e-77	5.566222394740658e-76
ATP5G1	18.621794	1.5218165	2.1392631394285614e-77	6.545755743921203e-76
ECM2	18.521624	6.256835	1.382051985874075e-76	4.1799078698736487e-75
LHX9	18.511114	5.815234	1.6799081353656354e-76	5.054761946950563e-75
MYADM	18.48775	1.5808643	2.5914570909653116e-76	7.777676702858901e-75
PRELP	18.4829	4.909207	2.835209652008243e-76	8.498405491943179e-75
TNNT3	18.47932	5.7379804	3.029696481084266e-76	9.0698165648744e-75
SEPW1	18.368893	1.043219	2.331195849068785e-75	6.8997532488790585e-74
NEXN	18.313782	3.8413415	6.424913807606013e-75	1.8944639334958585e-73
RPL36AL	18.184654	0.7961871	6.828419306361912e-74	1.9787279098361553e-72
CIRBP	18.166414	0.7696507	9.522214458609996e-74	2.749174309338567e-72
DSTN	18.100325	0.8833408	3.168001927898346e-73	9.101719824596836e-72
TCEAL8	18.014198	1.8523887	1.5075164711352302e-72	4.284041372682604e-71
SERPINH1	17.9947	1.6532357	2.1438541714580692e-72	6.05580896211385e-71
MIR503HG	17.99089	5.341003	2.296387028395108e-72	6.478895297138716e-71
RPS27L	17.906216	1.2424513	1.0546577994630615e-71	2.940295974095478e-70
PGRMC1	17.856731	1.3311602	2.562094776894904e-71	7.109208738247299e-70
HNRNPA1	17.831034	0.63671565	4.058425855718789e-71	1.11689778228144e-69
SLC40A1	17.824104	2.7675173	4.593917361044023e-71	1.259847033862073e-69
CBR3	17.81986	3.7423534	4.955934175011723e-71	1.3559666411398353e-69
TRIP6	17.732328	1.9691137	2.360538976776535e-70	6.399018677828557e-69
OLFML3	17.72231	5.5601144	2.8208734781934956e-70	7.629327924355511e-69
HHIP-AS1	17.694748	5.772896	4.602797985318877e-70	1.2391743317454595e-68
METTL7A	17.694086	2.9300132	4.657311627316908e-70	1.252417629608764e-68
TUBB6	17.612007	2.0206306	1.9925186974861832e-69	5.309622304852762e-68
FAM114A1	17.506153	2.3777232	1.2859554672355052e-68	3.365798903676467e-67
SCP2	17.462868	1.329002	2.747797937047862e-68	7.136389123480816e-67
CAV2	17.459665	1.4383385	2.906343129193625e-68	7.53982952920904e-67
CTSL	17.375757	1.1899105	1.2593275273233658e-67	3.234931956104672e-66
LAMA2	17.346903	3.8144588	2.081662509181885e-67	5.329871473454815e-66
ADD3	17.319376	1.5767279	3.359777787057896e-67	8.58366681101762e-66
CSRP1	17.195992	1.8571237	2.8455133498846447e-66	7.199454744385558e-65
DNPH1	17.168636	1.7613841	4.5601516496181484e-66	1.1463714563623401e-64
ARX	17.149204	6.080652	6.371798249697396e-66	1.5966817126238523e-64
EMP2	17.09431	1.3778292	1.6361779215526685e-65	4.091314186411721e-64
RPL4	16.977032	0.531574	1.2147492730468006e-64	2.983616951439584e-63
RBPMS	16.973213	1.7529259	1.2964129471464912e-64	3.180875562706667e-63
TMSB4X	16.972012	2.0850508	1.3231989665144962e-64	3.2432158002173015e-63
NDUFA4	16.957647	0.71203655	1.6897402017372708e-64	4.128721385968638e-63
