names	scores	logfoldchanges	pvals	pvals_adj
TSSK2	14.548158	7.860623	5.999721749087884e-48	3.157660416061569e-45
TSSK6	14.547712	8.006788	6.038874573853404e-48	3.157660416061569e-45
ODF2	14.526708	6.321755	8.207178913425304e-48	4.151749733367911e-45
TSACC	14.525995	7.555145	8.292912769583162e-48	4.151749733367911e-45
CEP170	14.486254	5.996458	1.4799681698165974e-47	7.106867558323375e-45
CXCL16	14.385722	5.919894	6.3611005249538075e-47	2.8988373883298573e-44
TSPAN16	14.350965	8.292089	1.0506514895574464e-46	4.558548201916179e-44
SPATA3	14.349719	8.38962	1.0696999310115136e-46	4.558548201916179e-44
C20orf141	14.34874	8.262426	1.0849073493723163e-46	4.558548201916179e-44
CABYR	14.332852	7.5295587	1.36401456858011e-46	5.533665999774136e-44
RP11-195F19.5	14.310289	6.5751557	1.8872683219711306e-46	7.526681968810288e-44
REEP6	14.245226	5.1294475	4.7999361356747636e-46	1.8515163487283143e-43
DNAJC4	14.199299	4.9706206	9.253368043445152e-46	3.402058594722882e-43
GLUL	14.189508	4.150182	1.0640241544828914e-45	3.736789306713796e-43
C19orf70	14.168725	3.953504	1.4307412206636788e-45	4.9507854297377e-43
DNAJB8	14.151147	8.299392	1.8373695181041163e-45	6.089197853660543e-43
TMCO5A	14.148432	8.20041	1.909682688933922e-45	6.240949120918776e-43
TEX37	14.146429	8.185004	1.9648372114399308e-45	6.267446049326506e-43
IQCF3	14.142068	8.247537	2.0904971995139223e-45	6.550534554703241e-43
C16orf82	14.141222	8.422441	2.1157697669249737e-45	6.550534554703241e-43
AKAP4	14.137306	8.192158	2.2368442210584256e-45	6.835447340455163e-43
CTD-2568A17.1	14.129919	7.65266	2.484311631419e-45	7.441678702256639e-43
C17orf74	14.1295185	8.541726	2.4984811622536103e-45	7.441678702256639e-43
TMEM31	14.120707	7.685117	2.831383420044502e-45	8.327806484205891e-43
AQP5	14.071086	6.352053	5.718468673387328e-45	1.601851998628617e-42
PCYT2	14.046876	6.2964215	8.050777415607183e-45	2.228644618696906e-42
HMGB4	13.983904	7.4158807	1.9546383151329546e-44	5.1677123095593736e-42
CCSER2	13.944786	4.826039	3.384605526898561e-44	8.611622822767492e-42
ISG20L2	13.944386	5.5954924	3.40365882922812e-44	8.611622822767492e-42
SPEM1	13.936019	8.329565	3.82698265317408e-44	9.579670407360223e-42
MS4A5	13.930678	7.9539795	4.1241715693475503e-44	1.0214921792289248e-41
PTP4A1	13.90638	5.47857	5.793835604856908e-44	1.3911117528804393e-41
GTSF1L	13.904333	7.4146028	5.962002598826669e-44	1.4170295065696115e-41
STARD10	13.875228	4.7118864	8.950792057180381e-44	2.106121371054544e-41
PAQR7	13.871579	7.008704	9.418066753044495e-44	2.1387854507036148e-41
SPATA6	13.835932	6.1186724	1.5471815861327787e-43	3.4344512001607813e-41
IZUMO4	13.753379	6.349681	4.860535658292743e-43	1.0688635891554041e-40
C5orf52	13.728501	8.016984	6.853613654161944e-43	1.466050266203914e-40
LEMD1	13.723117	8.063832	7.382230889149923e-43	1.5648999353306097e-40
FAM187B	13.714705	8.222499	8.290193111886689e-43	1.7416807493097659e-40
PGAM2	13.711324	7.7896404	8.685872648575974e-43	1.8086600302742713e-40
C20orf144	13.710523	7.575049	8.78230477428098e-43	1.8126985205160655e-40
MPC2	13.696415	3.2848892	1.0666186529298632e-42	2.1635807675379035e-40
MORN3	13.6835985	7.2736464	1.2723719906356887e-42	2.537196011835403e-40
UBA52	13.682085	1.8499215	1.2991313207697592e-42	2.568786552748944e-40
MFAP3L	13.674074	7.0096874	1.450406890264015e-42	2.8205019940423367e-40
TRIM36	13.638206	6.430177	2.3732987701565485e-42	4.432041274744729e-40
AURKAIP1	13.594014	3.360695	4.3457921080857635e-42	7.926859558392095e-40
FUZ	13.582754	5.7377453	5.068388745832269e-42	8.96685617965664e-40
FAM46C	13.579595	5.970104	5.291838653572047e-42	9.223478779151871e-40
PSMF1	13.574432	4.011293	5.6781825255300266e-42	9.824090796008936e-40
PGP	13.559168	4.214059	6.99247909577955e-42	1.1836908857819627e-39
H2AFJ	13.544126	3.9198039	8.582947036693009e-42	1.4222305899534261e-39
BANF2	13.537985	8.046336	9.331420399512553e-42	1.53544281119252e-39
PDXK	13.498644	5.073338	1.5928109804546425e-41	2.5670439979519e-39
ZFAND3	13.473277	4.521987	2.2466843250971422e-41	3.5962232768391674e-39
RNF138	13.434337	4.4082427	3.804602113392035e-41	6.048803224872608e-39
LRTOMT	13.3832035	6.0241456	7.580859872895829e-41	1.1582963169431094e-38
EFHD2	13.351339	5.1731706	1.1633872942651992e-40	1.7547758355166755e-38
RP11-71E19.5	13.315158	8.291927	1.889720529494011e-40	2.814248358164182e-38
SPANXD	13.314313	7.912962	1.9112359384912795e-40	2.819097332381425e-38
ADIG	13.31409	7.845089	1.9169382625628046e-40	2.819097332381425e-38
CT83	13.307325	7.8844748	2.0986022543521827e-40	3.0481550027720285e-38
SPATA19	13.285742	7.507811	2.8006977848604694e-40	4.0183182242540763e-38
SAMD4A	13.25766	6.6468906	4.074095628717827e-40	5.740327553516795e-38
CCDC169	13.253611	6.4816384	4.300078210778171e-40	6.022669065452997e-38
PHF7	13.247113	5.9028134	4.688963247625708e-40	6.528479598617332e-38
TNP1	13.181471	6.548433	1.121817072655254e-39	1.5527268070340073e-37
SRPK2	13.126065	3.393776	2.3347738854603354e-39	3.1940249723768424e-37
CCNY	13.116631	3.559224	2.644338769141241e-39	3.596606429936035e-37
RP11-402G3.5	13.1130705	7.9999623	2.771479884857432e-39	3.7264526680397357e-37
C9orf24	13.0982065	7.6131964	3.3713218390086786e-39	4.481762874117187e-37
IRGC	13.090463	7.341024	3.733274697724683e-39	4.935053575138303e-37
OSER1	13.089706	3.6862698	3.770645607241975e-39	4.956608443486238e-37
CA2	13.0690565	7.061722	4.947528795404306e-39	6.396447942629853e-37
DUSP15	13.022195	6.4731584	9.150227321752758e-39	1.157552950972271e-36
RAB11FIP4	12.997629	6.305781	1.261948629547381e-38	1.5710926589021097e-36
AKAP1	12.966255	6.0224643	1.900941387475714e-38	2.354165834068608e-36
C1orf234	12.92954	8.362325	3.0664896546087786e-38	3.719304204790957e-36
SPATA12	12.916812	7.9101243	3.618252501202657e-38	4.36602468478454e-36
OXCT2	12.900479	7.5345483	4.4730626612038177e-38	5.369957368271726e-36
ODF3L2	12.87676	7.3708167	6.08368983013186e-38	7.26645795446714e-36
C10orf53	12.8594475	6.979107	7.611872115404273e-38	9.000369390726762e-36
CMTM2	12.836973	6.9385915	1.0177592718340253e-37	1.1973937833127308e-35
CAPZA3	12.833814	7.620932	1.0601419674122002e-37	1.2410517658312972e-35
CCDC136	12.814811	6.40845	1.3546791060774757e-37	1.5779999686140103e-35
TAF10	12.785306	3.648665	1.980826543541467e-37	2.2847474788985648e-35
CUL9	12.781301	6.260061	2.0855327923293246e-37	2.3821643982285925e-35
LINC00608	12.715214	8.038195	4.867787620765965e-37	5.454240129363008e-35
MAP3K14-AS1	12.707203	7.701172	5.392913446002368e-37	6.013993051395057e-35
LINC00943	12.700171	7.8060017	5.90003459666805e-37	6.548481795264114e-35
ST6GALNAC2	12.694475	7.488455	6.345400623302774e-37	7.009731298887994e-35
AC007557.1	12.684773	7.309932	7.182128928917413e-37	7.896985686795641e-35
DGCR6	12.628432	5.456935	1.4718073349393069e-36	1.5886067243633896e-34
IQCF5	12.522026	7.981447	5.6572431722398716e-36	5.942630885839472e-34
C3orf22	12.514327	8.0816	6.233398895964452e-36	6.518750045424158e-34
CCDC54	12.5136595	7.950831	6.286019788413654e-36	6.544692284131561e-34
FNDC8	12.480594	7.415543	9.527358674775016e-36	9.875715842178683e-34
ACTL9	12.477301	7.2676535	9.929638390235019e-36	1.0247561022904826e-33
SPATA18	12.473874	7.395957	1.0366150899493507e-35	1.0651333216815819e-33
C1orf194	12.4685335	7.174568	1.1084739484211305e-35	1.1340170437543131e-33
BZW1	12.43925	2.9472218	1.5999829949598094e-35	1.6227413737674275e-33
GLRX2	12.368224	5.034391	3.8831408747597776e-35	3.9047138796195545e-33
AC010649.1	12.338362	8.594925	5.628926688383714e-35	5.588550420998683e-33
AC136896.1	12.324566	8.290979	6.680195330998818e-35	6.576778081104694e-33
MORN2	12.300223	3.969673	9.032428913543958e-35	8.782357534532616e-33
TBC1D21	12.298843	7.6719375	9.188019309609707e-35	8.89687631091014e-33
FSCN3	12.280064	7.431914	1.1590757920185155e-34	1.1086607067559214e-32
SPATA33	12.274634	4.4353714	1.2395119203503478e-34	1.1807981978074365e-32
IQCF1	12.255453	7.413359	1.5706893032896178e-34	1.4902548107421252e-32
SPA17	12.2437935	4.5294065	1.8135423919017552e-34	1.713761143833265e-32
EIF4H	12.2146435	2.8792186	2.5963582917762312e-34	2.433956597828475e-32
PHOSPHO1	12.111709	7.9165063	9.156676795935861e-34	8.383525486707036e-32
FAM166A	12.104054	7.753557	1.005215555539193e-33	9.097200777629697e-32
CXorf65	12.098714	7.854246	1.0727904907476982e-33	9.671555650303962e-32
PHKG2	12.094308	4.622784	1.1319223021566811e-33	1.0165699148758285e-31
EHD1	12.058794	4.7549	1.743157538046528e-33	1.5419735665501807e-31
ACE	12.049983	6.921449	1.9399025330821933e-33	1.7095845169821726e-31
FAM81B	12.028933	6.618568	2.503756762090526e-33	2.1819776522959286e-31
LPP	12.0281315	3.0512915	2.5281644214305085e-33	2.1951184072420614e-31
DGCR14	12.025506	4.7294254	2.6098361491978234e-33	2.2494302047847904e-31
CDIPT-AS1	12.019631	6.4255404	2.802171959852408e-33	2.4063907377856625e-31
CAPZB	11.941351	2.3112922	7.204332526255217e-33	6.1419545051733785e-31
SPATA24	11.926843	6.071021	8.57646048761939e-33	7.285347121793654e-31
UBQLN3	11.921992	8.035491	9.090826482884129e-33	7.675119234322907e-31
DDI1	11.921904	7.9332314	9.100545118470425e-33	7.675119234322907e-31
FBXW5	11.907929	3.223319	1.0761655832164249e-32	9.043634347529456e-31
RABIF	11.9024105	4.7222233	1.1497662622065093e-32	9.627758060398278e-31
PSORS1C1	11.876287	5.8896437	1.5719458776103844e-32	1.3069924558364786e-30
FAM120B	11.867476	5.5028715	1.7465745457936856e-32	1.4369545126757141e-30
MSTO1	11.864539	5.6333714	1.8089623584161417e-32	1.4830970137119099e-30
KIF2C	11.845224	4.8584104	2.2780706717554135e-32	1.8547751870728333e-30
AC010982.1	11.836013	6.719564	2.5425648057791926e-32	2.055895184879189e-30
DNAJC18	11.755862	5.220787	6.588439755124468e-32	5.2551182182399566e-30
FANCD2OS	11.73103	8.376745	8.837664028738995e-32	6.95485734435547e-30
TCEB2	11.704996	2.1729057	1.2016523697385464e-31	9.424960086649331e-30
C17orf50	11.694448	7.49787	1.3606815912043317e-31	1.05666131488574e-29
TSSK3	11.688841	7.4328985	1.4535633415485537e-31	1.125077152192022e-29
DGCR6L	11.680119	3.2413037	1.6107063855357957e-31	1.2426203689067958e-29
FRAT1	11.669928	6.9662766	1.8157809728985477e-31	1.3962524932125106e-29
TSPAN6	11.660359	3.941308	2.031832294843665e-31	1.5572968696309913e-29
PAFAH1B1	11.655686	3.327226	2.1464361993676894e-31	1.6397936289325236e-29
AMZ2	11.609848	3.4564486	3.672661927870622e-31	2.796690458342904e-29
MOSPD3	11.534283	4.0403895	8.86231567423522e-31	6.662309514848394e-29
RP11-322N21.2	11.513722	7.9932137	1.1251530279253295e-30	8.431481129644268e-29
CTC-429C10.2	11.511141	7.8604727	1.1593454416743325e-30	8.660126426221283e-29
ETNK2	11.502596	4.497481	1.280062093672361e-30	9.531601602566663e-29
ACSBG2	11.478253	7.2848797	1.696740583419592e-30	1.2594418273773818e-28
STK35	11.476606	5.631155	1.7293564164237592e-30	1.2796149835990898e-28
DNAJC5B	11.454444	7.082729	2.2339212839064105e-30	1.6426302440724325e-28
LINC00293	11.444342	7.12811	2.5100222295877207e-30	1.839901029975049e-28
FAM229A	11.3926735	5.6479516	4.548150471335106e-30	3.3235397698917717e-28
IPO5	11.378922	3.7294164	5.325365665335331e-30	3.867464632880875e-28
MTX1	11.361567	3.407995	6.496924355191715e-30	4.703773233158802e-28
ACAP1	11.346212	5.459913	7.744502298630452e-30	5.589820217385723e-28
KB-1507C5.2	11.334865	5.894033	8.816846636503743e-30	6.344354781557586e-28
HABP4	11.28689	3.7294397	1.5233124341460454e-29	1.0861679265289833e-27
CXorf27	11.283864	7.483862	1.5766512453880213e-29	1.1191255265195833e-27
AC109828.1	11.280215	7.4684644	1.643441656743463e-29	1.1612667322274378e-27
AC006547.14	11.278346	7.473889	1.678731091703565e-29	1.1826509756821821e-27
ARPP19	11.244924	2.8809774	2.4530798358978543e-29	1.7127883839369882e-27
OTUB2	11.233087	6.8934307	2.805064539564881e-29	1.9527564679278595e-27
CEP112	11.22156	4.7973523	3.19582948299348e-29	2.2182261868683356e-27
TEX35	11.188894	6.7768717	4.621586336836444e-29	3.198409603110633e-27
SPATA20	11.186714	3.8423228	4.736633096261227e-29	3.268415740616618e-27
NRD1	11.183288	3.875537	4.923187530830005e-29	3.387210602351755e-27
ATAD1	11.146973	4.3700986	7.408395109439867e-29	5.052740200728118e-27
C9orf173	11.116133	8.129873	1.047136873701935e-28	7.100614016774217e-27
DNAJA4	11.104161	4.538822	1.1973649763922317e-28	8.095976406468165e-27
RANGAP1	11.051692	5.6436167	2.151216095773972e-28	1.4462318495303304e-26
ARMC12	11.030419	6.6648836	2.7259026297312544e-28	1.822172979476603e-26
GTSF1	11.025836	3.7846723	2.8684146733158586e-28	1.9120055881904292e-26
TIMD4	11.003006	6.7838054	3.6960287759279223e-28	2.4567106524741246e-26
FAM134B	10.992637	6.2544904	4.146337202020507e-28	2.748262376437818e-26
RGS22	10.991346	3.4570189	4.206062770045171e-28	2.7800184544708673e-26
SLC39A13	10.975325	4.170058	5.0224971513136e-28	3.3103461616361067e-26
PPM1G	10.952895	2.781677	6.435694754792064e-28	4.206441599451591e-26
MRPS15	10.934827	2.9699028	7.855550002488348e-28	5.106107501617426e-26
HIP1	10.931	5.011694	8.19404598841252e-28	5.311457358329107e-26
TMCO2	10.930065	6.432606	8.278875779338862e-28	5.351701843072621e-26
NELFE	10.909238	2.7379386	1.041254867968684e-27	6.712527957069351e-26
DKKL1	10.902518	6.1706543	1.1211105653466338e-27	7.207576940602812e-26
RNF133	10.899492	7.652238	1.1590277889187074e-27	7.431041927318034e-26
TMEM53	10.887476	4.8595285	1.3225486751787878e-27	8.456404980151324e-26
HRASLS5	10.860864	6.930933	1.7706738687299305e-27	1.1230176854775003e-25
GPI	10.818897	3.517043	2.801284837407576e-27	1.7577128593120072e-25
C2orf88	10.778176	6.7544055	4.364509837492046e-27	2.7168496422271916e-25
ZNHIT2	10.73799	3.9539752	6.749752305114247e-27	4.146779940974889e-25
EIF4E	10.737368	2.812175	6.795447407523589e-27	4.163981184870574e-25
SPANXC	10.705103	7.8027835	9.632368042552196e-27	5.856579329231348e-25
CSNK1G2	10.689883	3.5621545	1.135143382938649e-26	6.848698410396516e-25
SSR4	10.636924	1.9872777	2.0064359073886595e-26	1.1982598198186589e-24
FAM104A	10.629358	3.685538	2.176035208643136e-26	1.2897256538884885e-24
HMOX2	10.627	2.861391	2.2317608841458085e-26	1.3161236492218265e-24
LINC00301	10.623929	6.7284927	2.3064341427392753e-26	1.3567598844663788e-24
RND2	10.60595	5.4036093	2.796072602927952e-26	1.632545616548256e-24
UBXN6	10.561402	2.9650996	4.498882413093759e-26	2.6202649302004e-24
CYLC1	10.5509	9.065626	5.031282743366599e-26	2.9231131592942243e-24
LYPD4	10.53252	5.9750013	6.117430985044122e-26	3.5193924468970216e-24
PRM3	10.530963	8.225833	6.219514584778064e-26	3.560709931382672e-24
LINC00347	10.530963	8.405846	6.219514584778064e-26	3.560709931382672e-24
CYLC2	10.509111	7.931588	7.842878663358867e-26	4.47919745021442e-24
FUNDC2	10.500434	2.7024531	8.598424464533339e-26	4.89881180751742e-24
SPATA3-AS1	10.488596	7.4745846	9.746607351419079e-26	5.539557270021519e-24
VRK3	10.480763	3.5297034	1.0588566667711225e-25	5.989158021424161e-24
SPACA3	10.460692	6.994135	1.3089554282117489e-25	7.386024274777566e-24
SHARPIN	10.458111	2.8846629	1.3451014288479904e-25	7.571826942773496e-24
ODF3B	10.407289	5.529053	2.296692653304756e-25	1.2775692229848914e-23
C11orf42	10.318105	7.9450407	5.836373217371735e-25	3.223705676168003e-23
RP11-147C23.1	10.310539	7.767711	6.314590854088691e-25	3.4634574078486455e-23
YBX2	10.300126	5.279172	7.036929338435483e-25	3.841738917247956e-23
RNF151	10.29207	5.92645	7.651300308761296e-25	4.1674790802118815e-23
MEA1	10.286641	2.9766448	8.095095650387146e-25	4.399020800314308e-23
RP5-1007G16.1	10.274937	7.1608	9.140412803094711e-25	4.9556201211248514e-23
C12orf50	10.274492	7.103331	9.182694057868255e-25	4.967098647853794e-23
AKAP14	10.271911	7.260932	9.431774387195961e-25	5.0901296176770866e-23
ATP6V1A	10.251796	4.317301	1.161653611511382e-24	6.226357512269434e-23
GSTM3	10.250861	1.9725502	1.1729413074174346e-24	6.2725702189846e-23
SPERT	10.226251	6.757376	1.5126253237360431e-24	8.016232853042589e-23
MRPS25	10.212855	3.5216064	1.7367725252635292e-24	9.162838008845481e-23
PARD6A	10.191761	5.3401384	2.158189950354491e-24	1.133531462764312e-22
PQLC1	10.181971	3.2399156	2.386790063886577e-24	1.2508055724554825e-22
BAG1	10.174806	2.8561518	2.5691325176090268e-24	1.3433708475408977e-22
FAM71E1	10.156114	5.339394	3.1123503767952567e-24	1.620212485973283e-22
C17orf97	10.153399	5.032161	3.2001814230812815e-24	1.6585962309493954e-22
C16orf78	10.132305	8.278616	3.971747391710904e-24	2.0539607939990678e-22
KLHDC3	10.128388	2.8333197	4.134054471080314e-24	2.1332083707131533e-22
C2orf53	10.127632	7.9779825	4.1661581291237275e-24	2.1450700389120636e-22
RP11-219E7.2	10.113347	7.7787733	4.820874500491861e-24	2.469345949401859e-22
BCL2L14	10.113214	7.7053776	4.8274506448145135e-24	2.469345949401859e-22
TNFAIP8L1	10.092341	4.497793	5.972764998349255e-24	3.028861215757715e-22
METAP1	10.078546	3.895487	6.873615342545879e-24	3.4707332405601833e-22
SLC38A7	10.066352	5.638787	7.781115047030196e-24	3.920548973375172e-22
MFF	10.040406	2.4477963	1.012562146048896e-23	5.058511103297351e-22
IQCF2	10.019534	7.0804224	1.2509082804038413e-23	6.209677602932993e-22
C10orf82	9.952646	6.198951	2.4556448528136753e-23	1.2012749144845275e-21
TCP10L	9.934356	6.1164317	2.9507732276012023e-23	1.440491577706562e-21
PRR4	9.930796	3.7269258	3.058061141256448e-23	1.4897759555644765e-21
TMEM210	9.920026	7.942375	3.406682977042091e-23	1.656182860533066e-21
RP11-402G3.3	9.898975	7.536703	4.2055966830176044e-23	2.0278215153976276e-21
C19orf45	9.886025	7.0943117	4.786556815805902e-23	2.303224578239527e-21
TMX4	9.884869	2.8079011	4.842176552033852e-23	2.3204972356284426e-21
USP2	9.881531	5.493078	5.0062285100569443e-23	2.3893824917168335e-21
TEX26	9.868446	7.0453167	5.704099015897213e-23	2.705996972662529e-21
PFN3	9.86186	6.8697248	6.091021958015518e-23	2.8779467203233964e-21
ABHD1	9.850201	6.9662747	6.84073273540434e-23	3.2092639386872154e-21
ACP1	9.850112	2.3800497	6.84679344335309e-23	3.2092639386872154e-21
BAG5	9.8307085	3.3252387	8.303273874306456e-23	3.8842153928912705e-21
NDUFA3	9.824967	2.9264228	8.790248591662917e-23	4.103860106385484e-21
YJEFN3	9.810771	5.351743	1.0119247594843946e-22	4.7056501167327675e-21
TMEM191C	9.803517	6.407146	1.0873245395946115e-22	5.046301068374992e-21
SH3GL3	9.778685	6.3221574	1.3900575241265753e-22	6.3882917075582654e-21
C11orf1	9.773833	3.911688	1.4582751826068057e-22	6.6887358765571425e-21
WBP2NL	9.741792	5.939508	1.9999731106313514e-22	9.13774122197198e-21
GRID2	9.721809	7.8709993	2.434167998412989e-22	1.1099994767956906e-20
OBSL1	9.71411	2.7481935	2.6253127490230493e-22	1.1902429476784654e-20
TSSK1B	9.701427	7.427414	2.97310603074922e-22	1.3427482707011352e-20
RABL5	9.692215	2.905202	3.253938996033353e-22	1.4667659880587126e-20
ZDHHC3	9.667249	2.8434591	4.1539471615730685e-22	1.8407227252695727e-20
C17orf105	9.591148	6.606146	8.710969579241575e-22	3.8311983962533503e-20
GOSR2	9.585942	3.8054087	9.161784898414743e-22	4.021955198874979e-20
RNF38	9.579934	4.15345	9.7106997525716e-22	4.2549863161640547e-20
SWI5	9.571612	3.1870217	1.0525170215640857e-21	4.594754270390155e-20
EXOSC4	9.553721	3.2862566	1.251189194688582e-21	5.421819843650522e-20
LYL1	9.537789	4.1876273	1.4590890791731319e-21	6.299516703292439e-20
YWHAZ	9.530624	2.3798366	1.5633962439377452e-21	6.737493336969806e-20
RP11-744K17.9	9.498449	7.4130607	2.1303959011292114e-21	9.130822505204069e-20
STX8	9.493464	3.024858	2.2348021385966937e-21	9.543537989324901e-20
TSKS	9.491862	5.785456	2.2694242857469315e-21	9.673832145584293e-20
TEX22	9.4907055	7.3070445	2.2947586478976607e-21	9.764135801994928e-20
HDAC11	9.487189	4.7577405	2.3734652177315284e-21	1.0080800825491492e-19
LRRC71	9.472993	7.0771394	2.7193708485148574e-21	1.1508416558552984e-19
RNF139	9.463202	3.3592925	2.986528339636229e-21	1.2593729718931984e-19
THBS3	9.440062	4.7147174	3.725620712023353e-21	1.5654259884626695e-19
ADC	9.438148	5.460572	3.7942805974937565e-21	1.5914335554193955e-19
VWA3B	9.412736	6.270906	4.833859020618512e-21	2.0202611501803478e-19
ICA1	9.357063	4.5093613	8.198386478732718e-21	3.4082691491975416e-19
MYL6B	9.356707	2.5362914	8.226049310107464e-21	3.4137379235772244e-19
SPZ1	9.345848	8.513433	9.115578595219791e-21	3.769588125580346e-19
HSPA4L	9.335612	4.4646077	1.0040889277748134e-20	4.1449495562353263e-19
MACROD2-AS1	9.329427	7.977543	1.0644510039951546e-20	4.386432946410856e-19
IGSF11-AS1	9.326089	7.9930134	1.0984967910650693e-20	4.518816345063126e-19
LSMD1	9.31612	2.3017137	1.2067223065643625e-20	4.955353555577565e-19
SPPL2C	9.298631	7.3344603	1.4226606695303975e-20	5.831917343911194e-19
ANKRD53	9.292222	7.2500033	1.5110008144347513e-20	6.183278115417338e-19
FHL1	9.26917	2.3414388	1.87600629511637e-20	7.637098291364738e-19
PPP1R7	9.253638	2.3101215	2.1697871780110963e-20	8.817805232919016e-19
MAP1LC3A	9.249366	2.512901	2.25828513485465e-20	9.16162917640171e-19
RAB3IP	9.225556	3.9115262	2.8209159166679194e-20	1.1404837030789715e-18
CCDC57	9.204285	5.218457	3.439555958838308e-20	1.3858347895798868e-18
ERI3	9.186483	2.5631316	4.058947731706484e-20	1.629812971451426e-18
IFT57	9.180697	2.8610835	4.283070828479776e-20	1.7168766029664248e-18
DYRK1B	9.168637	4.063787	4.7903551194219136e-20	1.9072259891708566e-18
YPEL1	9.146964	4.8966	5.855576124012578e-20	2.319557343400942e-18
PAIP2	9.1418915	1.710397	6.136959607543378e-20	2.4228634155284512e-18
FAM195A	9.136551	3.2261405	6.447595448997319e-20	2.5327532706996145e-18
POLR2I	9.120797	2.30037	7.457405273771679e-20	2.9245457681974597e-18
TTLL10	9.116346	7.72027	7.769958737818866e-20	3.0420487371194327e-18
RP11-545G3.1	9.115634	7.652677	7.82115473245192e-20	3.05700616037531e-18
RP11-597D13.8	9.100236	7.287703	9.013546355412021e-20	3.517226297559616e-18
CDHR2	9.09632	7.1940193	9.344430128054462e-20	3.640305313131151e-18
GGN	9.07309	6.906392	1.156891534557585e-19	4.499447571593384e-18
RP11-493E12.1	9.067482	6.888501	1.2179890992258145e-19	4.721463509848998e-18
SPACA7	9.065524	6.821239	1.2400672780167169e-19	4.7991419492982476e-18
SPATA7	9.047901	4.276497	1.4574302615770847e-19	5.6126569647968575e-18
RAD23B	9.034416	2.303563	1.6487978095791627e-19	6.328909047210065e-18
CYB5R2	9.011898	5.223226	2.0252076678712936e-19	7.723360846841416e-18
HSPB9	9.01123	6.329611	2.0375746927112086e-19	7.757950245872935e-18
HOOK1	9.010296	5.244522	2.0550139831973144e-19	7.81170905082921e-18
LRRC27	9.009273	4.098229	2.0742834101239878e-19	7.872240103260876e-18
OSBPL10	8.998324	5.1759057	2.2918847965817152e-19	8.65618768275566e-18
FAM71F1	8.989647	6.2325554	2.4802700450469854e-19	9.349070031352122e-18
